,date,tweet,tweet_cleaned
60,2023-01-19,"Gracias, ya se ve reflejado. Solucionado. Gracias","['thank', 'you', 'it', 'is', 'already', 'you', 'thank you', 'you it', 'it is', 'is already', 'already you']"
61,2023-01-20,"Listo, gracias!","['ready', 'thanks', 'ready thanks']"
62,2023-01-20,Muchas gracias!,"['thank', 'you', 'so', 'much', 'thank you', 'you so', 'so much']"
63,2023-01-20,Los tkm ♥️,['tkm']
64,2023-01-20,"Coesía de Anímense a sacar cuenta de Hey, muchas gracias por el regalo c:@nei_aokii","['coesía', 'anímense', 'to', 'take', 'account', 'of', 'hey', 'thank', 'you', 'very', 'much', 'for', 'the', 'gift', 'c', 'coesía anímense', 'anímense to', 'to take', 'take account', 'account of', 'of hey', 'hey thank', 'thank you', 'you very', 'very much', 'much for', 'for the', 'the gift', 'gift c']"
65,2023-01-20,Cof cof también ❤️❤️,"['cof', 'cof', 'also', 'cof cof', 'cof also']"
66,2023-01-20,te lo súper recomiendo. Y no te cobran el plástico.,"['i', 'super', 'recommend', 'they', 'do', 'not', 'charge', 'you', 'the', 'plastic', 'i super', 'super recommend', 'recommend they', 'they do', 'do not', 'not charge', 'charge you', 'you the', 'the plastic']"
67,2023-01-20,"Afounadamente, en México tenemos , que nos da el 10% de lo que tenemos en la cuenta! 👌🏼","['fortunately', 'in', 'mexico', 'we', 'have', 'which', 'give', 'u', 'of', 'what', 'we', 'have', 'in', 'account', 'fortunately in', 'in mexico', 'mexico we', 'we have', 'have which', 'which give', 'give u', 'u of', 'of what', 'what we', 'we have', 'have in', 'in account']"
68,2023-01-21,"Muchas gracias por darme respuesta, ya se solucionó mi problema, excelente día!","['thank', 'you', 'very', 'much', 'for', 'responding', 'my', 'problem', 'wa', 'already', 'solved', 'excellent', 'day', 'thank you', 'you very', 'very much', 'much for', 'for responding', 'responding my', 'my problem', 'problem wa', 'wa already', 'already solved', 'solved excellent', 'excellent day']"
69,2023-01-23,Gracias !,['gracias']
70,2023-01-23,"Muchas gracias, el equipo de me ayudó a resolver el problema y me dieron la recompensa que gané.","['thank', 'you', 'very', 'much', 'the', 'team', 'helped', 'solve', 'the', 'problem', 'and', 'they', 'gave', 'the', 'reward', 'i', 'won', 'thank you', 'you very', 'very much', 'much the', 'the team', 'team helped', 'helped solve', 'solve the', 'the problem', 'problem and', 'and they', 'they gave', 'gave the', 'the reward', 'reward i', 'i won']"
71,2023-01-23,Gracias ! Este mes me tocó boletoDorado,"['thank', 'you', 'this', 'month', 'i', 'had', 'newsletter', 'thank you', 'you this', 'this month', 'month i', 'i had', 'had newsletter']"
72,2023-01-23,Bello!,['bello']
73,2023-01-23,Aún hay esperanza.. congrats !!,"['there', 'is', 'still', 'hope', 'congrats', 'there is', 'is still', 'still hope', 'hope congrats']"
74,2023-01-24,Gracias 😊😊😊,['gracias']
75,2023-01-24,Gracias.,['gracias']
76,2023-01-24,Muchas gracias 👌👌,"['thank', 'you', 'very', 'much', 'thank you', 'you very', 'very much']"
77,2023-01-24,Gracias por mi premio de boletodorado ya canjee mi tarjeta de regalo,"['thanks', 'for', 'my', 'newsletter', 'award', 'i', 'already', 'exchange', 'my', 'gift', 'card', 'thanks for', 'for my', 'my newsletter', 'newsletter award', 'award i', 'i already', 'already exchange', 'exchange my', 'my gift', 'gift card']"
78,2023-01-24,Tío gracias por mi boleto Dorado. Ya por fin me tocó algo.,"['uncle', 'thanks', 'for', 'my', 'golden', 'finally', 'touched', 'something', 'uncle thanks', 'thanks for', 'for my', 'my golden', 'golden finally', 'finally touched', 'touched something']"
79,2023-01-24,No mames que buena suee!,"['do', 'not', 'mames', 'how', 'good', 'it', 'sound', 'do not', 'not mames', 'mames how', 'how good', 'good it', 'it sound']"
80,2023-01-24,"segundo premio, espero lleguen más","['second', 'prize', 'i', 'hope', 'they', 'get', 'more', 'second prize', 'prize i', 'i hope', 'hope they', 'they get', 'get more']"
81,2023-01-25,Gracias!!!,['gracias']
82,2023-01-25,Gracias ☺️,['gracias']
83,2023-01-25,"Hola, esto nos beneficia a los usuarios de","['hello', 'this', 'benefit', 'the', 'user', 'of', 'hello this', 'this benefit', 'benefit the', 'the user', 'user of']"
84,2023-01-26,Gracias por el apoyo con el seguimiento,"['thanks', 'for', 'the', 'support', 'with', 'the', 'follow', 'thanks for', 'for the', 'the support', 'support with', 'with the', 'the follow']"
85,2023-01-26,Gracias tio hey! Esto nos ayuda bastante.,"['thanks', 'uncle', 'hey', 'this', 'help', 'u', 'lot', 'thanks uncle', 'uncle hey', 'hey this', 'this help', 'help u', 'u lot']"
86,2023-01-26,Muchas gracias Un mes gratis de,"['thank', 'you', 'very', 'much', 'for', 'free', 'month', 'of', 'thank you', 'you very', 'very much', 'much for', 'for free', 'free month', 'month of']"
87,2023-01-27,Muchísimas gracias ya me resolvió. Saludos!,"['thank', 'you', 'very', 'much', 'i', 'already', 'thank you', 'you very', 'very much', 'much i', 'i already']"
88,2023-01-27,Vale gracias 😃,"['thanks', 'thanks', 'thanks thanks']"
89,2023-01-27,Ya funcionó. Como que se cayo sólo por unos segundos. Estuvo raro. Muchas gracias,"['it', 'they', 'fell', 'only', 'for', 'few', 'wa', 'you', 'so', 'much', 'it they', 'they fell', 'fell only', 'only for', 'for few', 'few wa', 'wa you', 'you so', 'so much']"
90,2023-01-27,Hola les escribí por DM porque tengo un par de dudas con la TDC.Gracias.,"['hello', 'i', 'wrote', 'to', 'you', 'for', 'dm', 'because', 'i', 'have', 'couple', 'of', 'doubt', 'with', 'the', 'tdc', 'thank', 'you', 'hello i', 'i wrote', 'wrote to', 'to you', 'you for', 'for dm', 'dm because', 'because i', 'i have', 'have couple', 'couple of', 'of doubt', 'doubt with', 'with the', 'the tdc', 'tdc thank', 'thank you']"
91,2023-01-27,Gracias por ser pae de el FC Barcelona,"['thanks', 'for', 'being', 'the', 'fc', 'barcelona', 'pae', 'thanks for', 'for being', 'being the', 'the fc', 'fc barcelona', 'barcelona pae']"
92,2023-01-27,cuando me darán un crédito tradicional ya llevo más de un año con una tarjeta de credito en garantía y he cumplido con mis pagos en tiempo y forma,"['when', 'they', 'will', 'give', 'traditional', 'loan', 'i', 'have', 'been', 'with', 'credit', 'card', 'for', 'more', 'than', 'year', 'and', 'i', 'have', 'complied', 'with', 'my', 'payment', 'in', 'timely', 'manner', 'when they', 'they will', 'will give', 'give traditional', 'traditional loan', 'loan i', 'i have', 'have been', 'been with', 'with credit', 'credit card', 'card for', 'for more', 'more than', 'than year', 'year and', 'and i', 'i have', 'have complied', 'complied with', 'with my', 'my payment', 'payment in', 'in timely', 'timely manner']"
93,2023-01-28,Ok gracias,"['ok', 'thanks', 'ok thanks']"
94,2023-01-28,"Despues de estar 1 año probando la tarjeta de Crédito de puedo decir que es muy buena y ni hablar de la cuenta de débito, realmente en temas de seguridad en transacciones, MUY TOP. tqm Hey.","['after', 'being', 'year', 'trying', 'the', 'credit', 'card', 'i', 'can', 'say', 'that', 'it', 'is', 'very', 'good', 'and', 'not', 'to', 'mention', 'the', 'debit', 'account', 'really', 'in', 'transaction', 'security', 'issue', 'very', 'hey', 'after being', 'being year', 'year trying', 'trying the', 'the credit', 'credit card', 'card i', 'i can', 'can say', 'say that', 'that it', 'it is', 'is very', 'very good', 'good and', 'and not', 'not to', 'to mention', 'mention the', 'the debit', 'debit account', 'account really', 'really in', 'in transaction', 'transaction security', 'security issue', 'issue very', 'very hey']"
95,2023-01-28,"Amistad, usa si usas tu tarjeta 6 veces al mes en compras de $100 pesos te vuelves “HeyPro” y tu inversión te da un rendimiento de 10% anual que está súper súper bien con comparación a otros bancos o inveir a 25 años con Allianz a mi me explicó mi prima y suena rebien","['friendship', 'use', 'if', 'you', 'use', 'your', 'card', 'time', 'month', 'in', 'purchase', 'of', 'peso', 'you', 'turn', 'heypro', 'and', 'your', 'investment', 'give', 'you', 'annual', 'yield', 'that', 'is', 'super', 'super', 'good', 'with', 'comparison', 'to', 'other', 'bank', 'or', 'invent', 'year', 'with', 'allianz', 'allianz', 'tomy', 'cousin', 'explained', 'to', 'and', 'it', 'sound', 'about', 'friendship use', 'use if', 'if you', 'you use', 'use your', 'your card', 'card time', 'time month', 'month in', 'in purchase', 'purchase of', 'of peso', 'peso you', 'you turn', 'turn heypro', 'heypro and', 'and your', 'your investment', 'investment give', 'give you', 'you annual', 'annual yield', 'yield that', 'that is', 'is super', 'super super', 'super good', 'good with', 'with comparison', 'comparison to', 'to other', 'other bank', 'bank or', 'or invent', 'invent year', 'year with', 'with allianz', 'allianz allianz', 'allianz tomy', 'tomy cousin', 'cousin explained', 'explained to', 'to and', 'and it', 'it sound', 'sound about']"
96,2023-01-28,Excelente,['great']
97,2023-01-29,Me gane 2 premios,"['song', 'in', 'premios', 'song in', 'in premios']"
98,2023-01-29,Amiga explícame!!!,"['friend', 'explain', 'friend explain']"
99,2023-01-30,Muchas gracias por la información!,"['thank', 'you', 'very', 'much', 'for', 'the', 'information', 'thank you', 'you very', 'very much', 'much for', 'for the', 'the information']"
100,2023-01-30,ThankU!,['gin']
101,2023-01-30,"Vientos, gracias","['wind', 'thanks', 'wind thanks']"
102,2023-01-30,me encantaria presumir mi premio de boleto dorado... Si tan solo existiera...,"['i', 'would', 'love', 'to', 'presume', 'my', 'golden', 'ticket', 'award', 'if', 'it', 'only', 'existed', 'i would', 'would love', 'love to', 'to presume', 'presume my', 'my golden', 'golden ticket', 'ticket award', 'award if', 'if it', 'it only', 'only existed']"
103,2023-01-31,me pueden proporcionar el link para invitar a más gente y tener mi beneficio.Gracias,"['you', 'can', 'provide', 'the', 'link', 'to', 'invite', 'more', 'people', 'and', 'have', 'my', 'benefit', 'thank', 'you', 'you can', 'can provide', 'provide the', 'the link', 'link to', 'to invite', 'invite more', 'more people', 'people and', 'and have', 'have my', 'my benefit', 'benefit thank', 'thank you']"
104,2023-02-01,Gracias 👏🏼,['gracias']
105,2023-02-01,"Gracias, lo checo","['thanks', 'the', 'czech', 'thanks the', 'the czech']"
106,2023-02-01,¿Ya no habrá Viaje Financiero del 2022?😣 estaba muy buena esa información,"['is', 'there', 'financial', 'trip', 'of', 'that', 'information', 'wa', 'very', 'good', 'is there', 'there financial', 'financial trip', 'trip of', 'of that', 'that information', 'information wa', 'wa very', 'very good']"
107,2023-02-01,Gracias por el dato y cómo fue soeo 👀?,"['thanks', 'for', 'the', 'data', 'and', 'how', 'wa', 'soo', 'thanks for', 'for the', 'the data', 'data and', 'and how', 'how wa', 'wa soo']"
108,2023-02-01,"Buen día, como me.pueden ayudar ya que me realizaron un deposito a mi cuenta de credito pero lo necesito a la de crédito","['good', 'morning', 'i', 'can', 'help', 'since', 'they', 'made', 'deposit', 'to', 'my', 'credit', 'account', 'but', 'i', 'need', 'it', 'to', 'the', 'credit', 'good morning', 'morning i', 'i can', 'can help', 'help since', 'since they', 'they made', 'made deposit', 'deposit to', 'to my', 'my credit', 'credit account', 'account but', 'but i', 'i need', 'need it', 'it to', 'to the', 'the credit']"
109,2023-02-02,Muchas gracias,"['thank', 'you', 'so', 'much', 'thank you', 'you so', 'so much']"
110,2023-02-02,Gracias ya se solucionó. Buenas tardes,"['thanks', 'already', 'afternoon', 'thanks already', 'already afternoon']"
111,2023-02-02,Lo realizaré.Gracias.,"['i', 'will', 'do', 'it', 'thank', 'you', 'i will', 'will do', 'do it', 'it thank', 'thank you']"
